passage_id,arret_id,ligne_id,horaire,nb_voyageurs
P02464,A0014,L11,2026-06-01 09:00:36,3
P02465,A0016,L10,2026-06-01 07:48:40,2
P02466,A0053,L09,2026-06-01 09:59:36,41
P02467,A0016,L05,2026-06-01 19:28:58,15
P02468,A0059,L08,2026-06-01 18:40:29,30
P02469,A0019,L08,2026-06-01 18:14:09,18
P02470,A0057,L12,2026-06-01 09:16:56,10
P02471,A0041,L12,2026-06-01 08:09:02,29
P02472,A0022,L12,2026-06-01 12:25:08,40
P02473,A0039,L04,2026-06-01 15:56:26,29
P02474,A0046,L08,2026-06-01 20:23:21,20
P02475,A0009,L07,2026-06-01 07:15:13,45
P02476,A0024,L10,2026-06-01 08:57:29,35
P02477,A0022,L06,2026-06-01 17:25:09,30
P02478,A0014,L09,2026-06-01 18:57:53,39
P02479,A0022,L01,2026-06-01 08:35:56,10
P02480,A0036,L07,2026-06-01 15:11:28,1
P02481,A0060,L04,2026-06-01 17:17:47,43
P02482,A0053,L03,2026-06-01 17:09:26,20
P02483,A0048,L04,2026-06-01 11:48:59,31
P02484,A0036,L10,2026-06-01 21:47:40,2
P02485,A0058,L02,2026-06-01 10:01:00,3
P02486,A0009,L02,2026-06-01 08:12:47,9
P02487,A0026,L05,2026-06-01 14:39:58,20
P02488,A0055,L08,2026-06-01 17:18:19,6
P02489,A0009,L03,2026-06-01 11:10:26,7
P02490,A0047,L10,2026-06-01 19:44:17,44
P02491,A0015,L02,2026-06-01 17:58:28,6
P02492,A0006,L03,2026-06-01 20:24:30,10
P02493,A0003,L10,2026-06-01 18:59:28,37
P02494,A0054,L03,2026-06-01 16:31:42,36
P02495,A0038,L06,2026-06-01 14:04:11,8
P02496,A0026,L05,2026-06-01 17:07:59,42
P02497,A0025,L11,2026-06-01 06:22:38,31
P02498,A0003,L10,2026-06-01 15:10:23,16
P02499,A0024,L09,2026-06-01 06:31:20,10
P02500,A0007,L11,2026-06-01 08:16:28,27
P02501,A0037,L01,2026-06-01 09:42:05,21
P02502,A0040,L01,2026-06-01 06:47:36,1
P02503,A0004,L07,2026-06-01 09:24:24,2
P02504,A0060,L11,2026-06-01 09:21:23,32
P02505,A0044,L07,2026-06-01 11:22:46,16
P02506,A0040,L04,2026-06-01 18:05:58,28
P02507,A0009,L02,2026-06-01 14:55:32,7
P02508,A0003,L03,2026-06-01 10:15:04,11
P02509,A0041,L02,2026-06-01 07:49:05,4
P02510,A0002,L12,2026-06-01 08:55:58,39
P02511,A0010,L03,2026-06-01 19:40:55,21
P02512,A0009,L02,2026-06-01 16:45:08,12
P02513,A0011,L03,2026-06-01 06:00:27,43
P02514,A0028,L04,2026-06-01 06:24:20,40
P02515,A0052,L04,2026-06-01 17:45:31,38
P02516,A0028,L03,2026-06-01 16:28:11,32
P02517,A0001,L02,2026-06-01 07:16:09,34
P02518,A0054,L04,2026-06-01 16:12:11,20
P02519,A0028,L03,2026-06-01 18:38:26,32
P02520,A0057,L05,2026-06-01 08:52:22,15
P02521,A0052,L01,2026-06-01 18:18:48,10
P02522,A0009,L01,2026-06-01 08:57:46,3
P02523,A0026,L07,2026-06-01 09:00:47,43
P02524,A0012,L06,2026-06-01 18:44:43,38
P02525,A0058,L02,2026-06-01 18:28:22,30
P02526,A0041,L08,2026-06-01 09:20:34,12
P02527,A0028,L10,2026-06-01 08:26:29,29
P02528,A0006,L07,2026-06-01 19:28:09,9
P02529,A0016,L07,2026-06-01 11:50:20,24
P02530,A0056,L03,2026-06-01 16:27:50,42
P02531,A0022,L03,2026-06-01 17:13:06,1
P02532,A0020,L08,2026-06-01 08:12:01,31
P02533,A0020,L03,2026-06-01 08:14:12,31
P02534,A0029,L12,2026-06-01 19:54:10,31
P02535,A0009,L01,2026-06-01 16:04:20,45
P02536,A0038,L10,2026-06-01 07:33:31,13
P02537,A0025,L08,2026-06-01 08:40:10,21
P02538,A0056,L05,2026-06-01 19:39:07,38
P02539,A0006,L09,2026-06-01 08:51:44,8
P02540,A0041,L10,2026-06-01 10:01:28,23
P02541,A0025,L04,2026-06-01 08:44:14,20
P02542,A0057,L08,2026-06-01 21:21:36,21
P02543,A0014,L04,2026-06-01 14:50:40,36
P02544,A0028,L12,2026-06-01 17:52:52,15
P02545,A0040,L10,2026-06-01 16:20:32,6
P02546,A0016,L03,2026-06-01 16:33:31,29
P02547,A0029,L12,2026-06-01 09:24:49,12
P02548,A0032,L12,2026-06-01 06:30:15,14
P02549,A0057,L01,2026-06-01 09:35:09,17
P02550,A0036,L08,2026-06-01 21:12:52,41
P02551,A0024,L10,2026-06-01 18:46:03,12
P02552,A0052,L09,2026-06-01 09:27:44,0
P02553,A0004,L05,2026-06-01 08:01:01,41
P02554,A0055,L07,2026-06-01 09:49:58,9
P02555,A0046,L11,2026-06-01 17:38:28,20
P02556,A0014,L05,2026-06-01 17:45:38,29
P02557,A0033,L03,2026-06-01 18:01:07,3
P02558,A0006,L09,2026-06-01 17:20:53,24
P02559,A0040,L01,2026-06-01 18:25:11,20
P02560,A0027,L01,2026-06-01 18:36:48,36
P02561,A0006,L09,2026-06-01 07:31:04,4
P02562,A0017,L03,2026-06-01 07:45:15,5
P02563,A0040,L06,2026-06-01 09:21:48,4
P02564,A0009,L07,2026-06-01 19:41:50,25
P02565,A0060,L03,2026-06-01 16:52:13,28
P02566,A0020,L02,2026-06-01 13:14:15,3
P02567,A0055,L11,2026-06-01 16:41:53,44
P02568,A0027,L08,2026-06-01 07:48:14,9
P02569,A0017,L09,2026-06-01 09:48:40,42
P02570,A0020,L01,2026-06-01 18:31:01,42
P02571,A0006,L12,2026-06-01 16:02:12,37
P02572,A0005,L04,2026-06-01 09:00:22,44
P02573,A0011,L10,2026-06-01 21:57:53,10
P02574,A0020,L04,2026-06-01 06:58:40,39
P02575,A0033,L05,2026-06-01 19:10:53,12
P02576,A0029,L05,2026-06-01 08:57:16,25
P02577,A0016,L11,2026-06-01 06:28:38,41
P02578,A0009,L09,2026-06-01 12:11:07,2
P02579,A0016,L02,2026-06-01 12:12:48,36
P02580,A0004,L12,2026-06-01 18:23:29,3
P02581,A0055,L11,2026-06-01 08:13:32,1
P02582,A0035,L01,2026-06-01 07:55:21,13
P02583,A0009,L12,2026-06-01 18:29:25,38
P02584,A0021,L08,2026-06-01 18:50:42,15
P02585,A0010,L10,2026-06-01 06:54:01,39
P02586,A0007,L01,2026-06-01 05:19:28,24
P02587,A0053,L03,2026-06-01 08:13:41,12
P02588,A0044,L12,2026-06-01 10:17:26,41
P02589,A0003,L05,2026-06-01 10:19:09,16
P02590,A0047,L04,2026-06-01 06:56:59,30
P02591,A0022,L01,2026-06-01 07:29:55,37
P02592,A0060,L09,2026-06-01 06:44:36,30
P02593,A0009,L12,2026-06-01 17:04:25,43
P02594,A0042,L01,2026-06-01 09:53:29,26
P02595,A0022,L01,2026-06-01 16:42:04,17
P02596,A0028,L05,2026-06-01 12:51:17,1
P02597,A0009,L05,2026-06-01 12:15:44,28
P02598,A0001,L11,2026-06-01 09:35:44,31
P02599,A0028,L12,2026-06-01 05:18:23,5
P02600,A0016,L06,2026-06-01 19:34:10,23
P02601,A0036,L06,2026-06-01 21:09:20,40
P02602,A0038,L07,2026-06-01 09:23:29,22
P02603,A0034,L03,2026-06-01 20:43:34,26
P02604,A0040,L07,2026-06-01 08:56:08,21
P02605,A0039,L11,2026-06-01 17:56:02,21
P02606,A0049,L11,2026-06-01 08:34:40,10
P02607,A0054,L03,2026-06-01 12:52:44,25
P02608,A0011,L07,2026-06-01 21:34:02,33
P02609,A0014,L10,2026-06-01 07:47:14,43
P02610,A0028,L06,2026-06-01 18:46:53,23
P02611,A0040,L07,2026-06-01 19:14:36,22
P02612,A0022,L12,2026-06-01 10:14:40,41
P02613,A0047,L03,2026-06-01 12:45:00,32
P02614,A0014,L08,2026-06-01 06:44:19,15
P02615,A0043,L05,2026-06-01 21:40:06,12
P02616,A0004,L01,2026-06-01 06:13:11,43
P02617,A0010,L02,2026-06-01 06:27:22,42
P02618,A0043,L01,2026-06-01 18:21:24,23
P02619,A0009,L05,2026-06-01 19:40:39,37
P02620,A0006,L11,2026-06-01 16:31:20,22
P02621,A0004,L05,2026-06-01 15:48:34,6
P02622,A0044,L12,2026-06-01 18:43:31,1
P02623,A0042,L01,2026-06-01 10:30:16,34
P02624,A0012,L02,2026-06-01 06:29:24,21
P02625,A0029,L10,2026-06-01 05:20:19,35
P02626,A0028,L08,2026-06-01 09:06:00,43
P02627,A0006,L10,2026-06-01 05:59:32,28
P02628,A0009,L09,2026-06-01 08:44:36,24
P02629,A0047,L11,2026-06-01 13:37:07,44
P02630,A0051,L08,2026-06-01 09:18:54,10
P02631,A0006,L05,2026-06-01 19:07:43,9
P02632,A0010,L04,2026-06-01 17:00:24,41
P02633,A0022,L07,2026-06-01 07:14:21,43
P02634,A0055,L08,2026-06-01 09:51:44,7
P02635,A0013,L03,2026-06-01 06:28:31,23
P02636,A0014,L07,2026-06-01 08:40:34,6
P02637,A0025,L08,2026-06-01 09:35:44,27
P02638,A0009,L02,2026-06-01 08:30:25,32
P02639,A0015,L03,2026-06-01 07:05:36,11
P02640,A0009,L04,2026-06-01 18:35:16,30
P02641,A0009,L11,2026-06-01 09:07:35,2
P02642,A0028,L04,2026-06-01 07:47:44,25
P02643,A0002,L06,2026-06-01 06:07:33,42
P02644,A0009,L10,2026-06-01 18:56:51,8
P02645,A0036,L04,2026-06-01 12:12:42,30
P02646,A0038,L08,2026-06-01 07:24:35,40
P02647,A0056,L09,2026-06-01 10:09:42,8
P02648,A0050,L03,2026-06-01 10:30:32,4
P02649,A0053,L03,2026-06-01 09:53:40,23
P02650,A0027,L05,2026-06-01 19:02:55,20
P02651,A0020,L01,2026-06-01 08:25:28,38
P02652,A0027,L12,2026-06-01 20:39:50,32
P02653,A0022,L11,2026-06-01 11:15:38,33
P02654,A0033,L08,2026-06-01 15:38:01,26
P02655,A0009,L09,2026-06-01 07:49:41,2
P02656,A0041,L05,2026-06-01 19:41:51,21
P02657,A0004,L09,2026-06-01 18:54:30,32
P02658,A0040,L07,2026-06-01 21:59:43,38
P02659,A0016,L11,2026-06-01 11:30:21,5
P02660,A0060,L08,2026-06-01 21:33:39,40
P02661,A0009,L05,2026-06-01 18:55:18,38
P02662,A0050,L04,2026-06-01 08:58:15,36
P02663,A0024,L06,2026-06-01 12:52:21,33
P02664,A0058,L07,2026-06-01 09:42:42,12
P02665,A0027,L03,2026-06-01 13:12:43,43
P02666,A0040,L12,2026-06-01 18:13:51,29
P02667,A0055,L09,2026-06-01 08:40:15,13
P02668,A0016,L11,2026-06-01 11:56:41,31
P02669,A0041,L04,2026-06-01 18:59:36,29
P02670,A0047,L06,2026-06-01 06:16:07,24
P02671,A0040,L07,2026-06-01 07:51:59,16
P02672,A0009,L08,2026-06-01 21:37:52,17
P02673,A0050,L10,2026-06-01 18:03:27,40
P02674,A0040,L10,2026-06-01 09:24:20,7
P02675,A0017,L03,2026-06-01 06:02:54,4
P02676,A0032,L02,2026-06-01 18:08:50,6
P02677,A0059,L07,2026-06-01 06:00:07,21
P02678,A0026,L12,2026-06-01 09:15:14,14
P02679,A0026,L10,2026-06-01 18:59:35,22
P02680,A0029,L03,2026-06-01 08:48:14,10
P02681,A0016,L04,2026-06-01 16:10:05,36
P02682,A0027,L05,2026-06-01 10:06:15,26
P02683,A0027,L04,2026-06-01 17:57:11,14
P02684,A0032,L02,2026-06-01 08:27:37,38
P02685,A0016,L08,2026-06-01 06:54:05,26
P02686,A0006,L08,2026-06-01 19:54:39,24
P02687,A0003,L09,2026-06-01 12:56:43,31
P02688,A0036,L09,2026-06-01 06:31:32,39
P02689,A0016,L08,2026-06-01 18:09:45,4
P02690,A0016,L12,2026-06-01 17:50:25,13
P02691,A0026,L06,2026-06-01 18:15:45,18
P02692,A0028,L07,2026-06-01 19:01:43,36
P02693,A0015,L11,2026-06-01 19:45:51,1
P02694,A0016,L10,2026-06-01 09:01:31,27
P02695,A0009,L08,2026-06-01 10:27:16,22
P02696,A0028,L05,2026-06-01 18:30:10,10
P02697,A0027,L10,2026-06-01 17:54:02,24
P02698,A0040,L01,2026-06-01 10:45:58,10
P02699,A0012,L10,2026-06-01 16:16:05,33
P02700,A0030,L08,2026-06-01 07:54:27,17
P02701,A0023,L04,2026-06-01 17:33:04,14
P02702,A0012,L10,2026-06-01 07:18:35,30
P02703,A0044,L03,2026-06-01 07:38:45,4
P02704,A0009,L02,2026-06-01 07:34:07,29
P02705,A0040,L06,2026-06-01 11:34:59,11
P02706,A0015,L01,2026-06-01 07:49:17,32
P02707,A0003,L09,2026-06-01 16:25:08,10
P02708,A0007,L08,2026-06-01 07:15:55,38
P02709,A0041,L10,2026-06-01 20:15:29,11
P02710,A0028,L02,2026-06-01 11:40:38,2
P02711,A0009,L07,2026-06-01 08:29:33,31
P02712,A0058,L07,2026-06-01 19:56:33,29
P02713,A0055,L09,2026-06-01 19:48:16,33
P02714,A0022,L03,2026-06-01 19:08:51,2
P02715,A0009,L02,2026-06-01 18:53:19,7
P02716,A0029,L07,2026-06-01 18:23:01,20
P02717,A0040,L04,2026-06-01 12:27:49,40
P02718,A0018,L08,2026-06-01 11:41:50,19
P02719,A0020,L04,2026-06-01 07:57:28,16
P02720,A0040,L07,2026-06-01 19:23:56,13
P02721,A0048,L03,2026-06-01 16:15:09,40
P02722,A0013,L05,2026-06-01 18:29:58,24
P02723,A0006,L07,2026-06-01 08:22:52,32
P02724,A0040,L08,2026-06-01 09:04:22,21
P02725,A0024,L05,2026-06-01 11:00:06,9
P02726,A0006,L09,2026-06-01 06:32:13,40
P02727,A0051,L06,2026-06-01 09:21:51,39
P02728,A0047,L06,2026-06-01 18:23:03,33
P02729,A0055,L02,2026-06-01 20:27:48,32
P02730,A0005,L11,2026-06-01 21:04:09,24
P02731,A0009,L11,2026-06-01 13:09:09,12
P02732,A0012,L10,2026-06-01 19:14:02,2
P02733,A0004,L01,2026-06-01 12:26:36,12
P02734,A0025,L03,2026-06-01 18:58:13,0
P02735,A0009,L03,2026-06-01 13:46:30,4
P02736,A0027,L08,2026-06-01 11:59:43,31
P02737,A0015,L02,2026-06-01 18:39:46,23
P02738,A0037,L05,2026-06-01 18:40:42,20
P02739,A0052,L03,2026-06-01 18:51:38,15
P02740,A0027,L01,2026-06-01 18:21:32,19
P02741,A0009,L12,2026-06-01 05:37:19,16
P02742,A0014,L03,2026-06-01 17:56:15,29
P02743,A0019,L02,2026-06-01 18:26:47,25
P02744,A0025,L10,2026-06-01 06:15:10,39
P02745,A0038,L11,2026-06-01 08:59:56,3
P02746,A0036,L07,2026-06-01 11:26:30,1
P02747,A0009,L06,2026-06-01 07:31:56,31
P02748,A0020,L10,2026-06-01 09:54:15,18
P02749,A0015,L10,2026-06-01 14:10:38,20
P02750,A0036,L07,2026-06-01 10:05:05,0
P02751,A0019,L09,2026-06-01 16:59:50,44
P02752,A0055,L03,2026-06-01 05:30:11,2
P02753,A0017,L05,2026-06-01 14:43:43,44
P02754,A0039,L11,2026-06-01 16:10:57,19
P02755,A0009,L02,2026-06-01 06:02:39,0
P02756,A0024,L03,2026-06-01 20:06:17,37
P02757,A0034,L10,2026-06-01 10:53:39,18
P02758,A0017,L02,2026-06-01 18:10:41,44
P02759,A0050,L02,2026-06-01 17:44:18,2
P02760,A0020,L06,2026-06-01 19:51:28,22
P02761,A0050,L05,2026-06-01 09:26:51,15
P02762,A0035,L11,2026-06-01 07:29:09,45
P02763,A0019,L01,2026-06-01 06:09:06,28
P02764,A0006,L03,2026-06-01 13:49:21,44
P02765,A0036,L10,2026-06-01 09:27:26,7
P02766,A0055,L11,2026-06-01 21:46:37,19
P02767,A0028,L04,2026-06-01 05:23:10,25
P02768,A0024,L06,2026-06-01 06:53:54,16
P02769,A0016,L03,2026-06-01 20:42:25,45
P02770,A0006,L08,2026-06-01 08:47:45,27
P02771,A0036,L06,2026-06-01 11:00:55,10
P02772,A0030,L07,2026-06-01 08:09:02,8
P02773,A0029,L09,2026-06-01 18:58:12,11
P02774,A0025,L01,2026-06-01 14:45:21,39
P02775,A0041,L06,2026-06-01 09:49:52,32
P02776,A0025,L04,2026-06-01 08:33:25,33
P02777,A0036,L10,2026-06-01 12:27:49,2
P02778,A0047,L12,2026-06-01 18:34:48,29
P02779,A0006,L05,2026-06-01 09:37:40,4
P02780,A0037,L07,2026-06-01 12:59:20,37
P02781,A0027,L08,2026-06-01 06:52:14,42
P02782,A0055,L05,2026-06-01 16:33:14,2
P02783,A0027,L08,2026-06-01 06:27:03,4
P02784,A0032,L09,2026-06-01 21:26:01,32
P02785,A0057,L05,2026-06-01 05:31:37,13
P02786,A0047,L11,2026-06-01 16:54:15,24
P02787,A0009,L12,2026-06-01 07:00:43,27
P02788,A0011,L06,2026-06-01 19:01:06,8
P02789,A0031,L03,2026-06-01 18:26:10,27
P02790,A0009,L12,2026-06-01 06:48:59,18
P02791,A0035,L09,2026-06-01 16:04:09,7
P02792,A0001,L04,2026-06-01 08:11:07,28
P02793,A0037,L02,2026-06-01 19:32:07,30
P02794,A0009,L10,2026-06-01 06:22:50,5
P02795,A0039,L03,2026-06-01 17:34:16,1
P02796,A0026,L02,2026-06-01 11:09:21,10
P02797,A0051,L12,2026-06-01 19:59:48,40
P02798,A0038,L01,2026-06-01 09:50:48,27
P02799,A0014,L09,2026-06-01 15:13:10,12
P02800,A0026,L11,2026-06-01 16:47:14,42
P02801,A0009,L09,2026-06-01 15:20:41,23
P02802,A0025,L01,2026-06-01 07:00:36,22
P02803,A0003,L11,2026-06-01 14:26:47,0
P02804,A0036,L08,2026-06-01 06:38:33,35
P02805,A0015,L10,2026-06-01 09:35:35,21
P02806,A0016,L10,2026-06-01 14:15:19,34
P02807,A0044,L05,2026-06-01 06:03:19,42
P02808,A0017,L12,2026-06-01 09:09:17,21
P02809,A0022,L02,2026-06-01 14:04:31,19
P02810,A0004,L07,2026-06-01 08:20:11,45
P02811,A0012,L03,2026-06-01 10:23:07,6
P02812,A0031,L06,2026-06-01 06:11:36,13
P02813,A0055,L02,2026-06-01 08:19:53,35
P02814,A0037,L02,2026-06-01 21:59:36,44
P02815,A0037,L05,2026-06-01 13:06:57,25
P02816,A0006,L05,2026-06-01 15:05:42,21
P02817,A0009,L12,2026-06-01 06:06:37,0
P02818,A0014,L08,2026-06-01 08:25:34,6
P02819,A0031,L03,2026-06-01 17:05:21,10
P02820,A0023,L11,2026-06-01 10:40:51,1
P02821,A0037,L04,2026-06-01 11:10:47,43
P02822,A0050,L04,2026-06-01 05:43:33,17
P02823,A0054,L12,2026-06-01 12:31:35,15
P02824,A0008,L07,2026-06-01 09:12:52,33
P02825,A0034,L06,2026-06-01 09:58:37,18
P02826,A0009,L04,2026-06-01 16:45:26,16
P02827,A0055,L10,2026-06-01 16:25:37,12
P02828,A0030,L12,2026-06-01 07:52:41,37
P02829,A0016,L11,2026-06-01 06:14:15,2
P02830,A0010,L11,2026-06-01 17:17:07,36
P02831,A0001,L11,2026-06-01 06:53:44,0
P02832,A0022,L02,2026-06-01 09:09:09,41
P02833,A0016,L06,2026-06-01 09:24:42,33
P02834,A0059,L05,2026-06-01 17:54:40,9
P02835,A0009,L07,2026-06-01 17:31:31,17
P02836,A0036,L01,2026-06-01 09:29:10,3
P02837,A0008,L12,2026-06-01 18:13:26,7
P02838,A0033,L03,2026-06-01 07:27:49,0
P02839,A0037,L09,2026-06-01 09:22:19,41
P02840,A0027,L08,2026-06-01 08:53:30,24
P02841,A0009,L03,2026-06-01 19:57:08,1
P02842,A0029,L11,2026-06-01 17:35:32,41
P02843,A0018,L02,2026-06-01 08:33:16,44
P02844,A0013,L05,2026-06-01 21:51:19,25
P02845,A0003,L02,2026-06-01 16:15:57,18
P02846,A0030,L04,2026-06-01 21:54:39,36
P02847,A0052,L03,2026-06-01 16:09:01,20
P02848,A0060,L09,2026-06-01 18:00:30,12
P02849,A0023,L02,2026-06-01 15:16:44,17
P02850,A0036,L04,2026-06-01 18:06:24,30
P02851,A0026,L04,2026-06-01 14:02:54,21
P02852,A0039,L08,2026-06-01 21:21:31,14
P02853,A0036,L09,2026-06-01 06:06:36,8
P02854,A0028,L07,2026-06-01 12:29:26,34
P02855,A0010,L02,2026-06-01 19:45:08,14
P02856,A0026,L04,2026-06-01 16:16:00,37
P02857,A0022,L02,2026-06-01 20:57:13,5
P02858,A0037,L04,2026-06-01 16:51:16,38
P02859,A0047,L12,2026-06-01 17:02:30,44
P02860,A0032,L09,2026-06-01 06:59:53,31
P02861,A0026,L07,2026-06-01 10:05:32,37
P02862,A0028,L10,2026-06-01 09:44:22,22
P02863,A0046,L09,2026-06-01 16:47:06,40
P02864,A0054,L01,2026-06-01 17:11:52,10
P02865,A0028,L12,2026-06-01 07:12:52,13
P02866,A0025,L03,2026-06-01 06:42:28,14
P02867,A0026,L03,2026-06-01 07:23:40,19
P02868,A0059,L07,2026-06-01 06:53:57,10
P02869,A0037,L07,2026-06-01 08:02:34,11
P02870,A0059,L07,2026-06-01 07:13:04,9
P02871,A0025,L02,2026-06-01 17:17:45,33
P02872,A0006,L09,2026-06-01 21:57:59,37
P02873,A0055,L06,2026-06-01 11:53:38,34
P02874,A0036,L10,2026-06-01 09:27:11,39
P02875,A0045,L05,2026-06-01 07:59:46,1
P02876,A0025,L07,2026-06-01 09:59:05,37
P02877,A0015,L12,2026-06-01 06:14:47,44
P02878,A0047,L02,2026-06-01 19:58:41,37
P02879,A0006,L12,2026-06-01 05:33:11,34
P02880,A0028,L03,2026-06-01 06:32:54,38
P02881,A0037,L02,2026-06-01 06:21:33,34
P02882,A0012,L05,2026-06-01 07:52:11,2
P02883,A0044,L08,2026-06-01 12:08:51,14
P02884,A0014,L11,2026-06-01 07:39:28,4
P02885,A0044,L12,2026-06-01 16:47:48,20
P02886,A0047,L03,2026-06-01 18:01:02,0
P02887,A0004,L11,2026-06-01 16:05:20,10
P02888,A0057,L10,2026-06-01 07:30:51,6
P02889,A0045,L09,2026-06-01 16:50:40,38
P02890,A0004,L12,2026-06-01 08:20:24,43
P02891,A0015,L09,2026-06-01 18:16:10,5
P02892,A0037,L03,2026-06-01 19:18:31,33
P02893,A0010,L03,2026-06-01 08:32:39,2
P02894,A0036,L07,2026-06-01 19:29:01,2
P02895,A0016,L01,2026-06-01 08:56:15,24
P02896,A0038,L11,2026-06-01 08:46:33,17
P02897,A0052,L03,2026-06-01 16:15:26,9
P02898,A0009,L09,2026-06-01 08:23:42,3
P02899,A0040,L05,2026-06-01 15:46:02,35
P02900,A0006,L01,2026-06-01 16:26:13,15
P02901,A0022,L10,2026-06-01 21:29:39,22
P02902,A0003,L10,2026-06-01 21:11:08,4
P02903,A0008,L05,2026-06-01 10:55:25,16
P02904,A0052,L02,2026-06-01 21:47:00,16
P02905,A0056,L12,2026-06-01 07:35:30,31
P02906,A0015,L09,2026-06-01 07:33:41,4
P02907,A0043,L05,2026-06-01 06:09:44,25
P02908,A0026,L11,2026-06-01 07:33:36,41
P02909,A0009,L11,2026-06-01 15:19:10,1
P02910,A0015,L07,2026-06-01 11:23:46,33
P02911,A0036,L04,2026-06-01 08:05:29,2
P02912,A0016,L05,2026-06-01 15:10:22,23
P02913,A0034,L01,2026-06-01 07:46:43,23
P02914,A0037,L09,2026-06-01 18:12:55,1
P02915,A0009,L02,2026-06-01 18:26:50,17
P02916,A0034,L09,2026-06-01 16:49:14,6
P02917,A0041,L04,2026-06-01 17:53:17,21
P02918,A0009,L03,2026-06-01 16:43:44,21
P02919,A0005,L05,2026-06-01 16:54:18,15
P02920,A0009,L04,2026-06-01 08:12:53,33
P02921,A0030,L10,2026-06-01 06:25:46,14
P02922,A0018,L02,2026-06-01 09:33:29,7
P02923,A0037,L01,2026-06-01 17:15:37,5
P02924,A0056,L11,2026-06-01 07:08:25,41
P02925,A0006,L04,2026-06-01 09:54:02,4
P02926,A0011,L10,2026-06-01 20:48:20,24
P02927,A0013,L08,2026-06-01 15:49:35,33
P02928,A0002,L01,2026-06-01 12:52:01,1
P02929,A0036,L02,2026-06-01 09:07:35,8
P02930,A0016,L09,2026-06-01 12:44:24,21
P02931,A0037,L11,2026-06-01 13:46:18,38
P02932,A0016,L12,2026-06-01 05:56:39,43
P02933,A0026,L07,2026-06-01 18:08:56,3
P02934,A0010,L05,2026-06-01 16:55:33,40
P02935,A0054,L05,2026-06-01 08:14:14,25
P02936,A0052,L08,2026-06-01 06:37:08,26
P02937,A0024,L03,2026-06-01 11:13:38,38
P02938,A0049,L03,2026-06-01 09:17:21,21
P02939,A0025,L02,2026-06-01 06:44:47,18
P02940,A0006,L09,2026-06-01 16:53:23,40
P02941,A0003,L06,2026-06-01 09:27:27,2
P02942,A0051,L12,2026-06-01 07:27:49,1
P02943,A0006,L04,2026-06-01 05:33:56,13
P02944,A0040,L07,2026-06-01 16:52:55,1
P02945,A0016,L03,2026-06-01 16:20:47,13
P02946,A0013,L03,2026-06-01 13:57:21,22
P02947,A0007,L07,2026-06-01 17:27:36,6
P02948,A0040,L11,2026-06-01 15:48:35,41
P02949,A0018,L10,2026-06-01 08:18:47,2
P02950,A0015,L04,2026-06-01 06:50:33,28
P02951,A0024,L06,2026-06-01 09:55:42,35
P02952,A0052,L03,2026-06-01 17:14:41,23
P02953,A0027,L12,2026-06-01 06:42:23,28
P02954,A0060,L12,2026-06-01 06:32:23,36
P02955,A0055,L12,2026-06-01 08:18:36,11
P02956,A0003,L12,2026-06-01 13:37:51,10
P02957,A0043,L10,2026-06-01 15:49:39,36
P02958,A0042,L11,2026-06-01 09:05:56,33
P02959,A0034,L03,2026-06-01 18:37:24,40
P02960,A0053,L04,2026-06-01 06:18:01,32
P02961,A0035,L10,2026-06-01 17:11:56,12
P02962,A0014,L03,2026-06-01 12:18:49,9
P02963,A0036,L07,2026-06-01 16:26:39,44
P02964,A0003,L09,2026-06-01 19:40:07,29
P02965,A0025,L01,2026-06-01 17:47:13,19
P02966,A0009,L12,2026-06-01 07:20:42,42
P02967,A0029,L06,2026-06-01 17:42:57,35
P02968,A0003,L05,2026-06-01 14:26:56,42
P02969,A0016,L03,2026-06-01 15:21:01,35
P02970,A0018,L07,2026-06-01 18:34:43,9
P02971,A0036,L11,2026-06-01 09:36:24,22
P02972,A0022,L11,2026-06-01 07:00:35,30
P02973,A0044,L02,2026-06-01 17:49:12,33
P02974,A0036,L10,2026-06-01 06:16:53,12
P02975,A0009,L07,2026-06-01 17:37:50,19
P02976,A0050,L05,2026-06-01 16:54:01,10
P02977,A0038,L04,2026-06-01 09:38:25,24
P02978,A0009,L01,2026-06-01 09:32:12,4
P02979,A0011,L11,2026-06-01 08:52:52,1
P02980,A0007,L02,2026-06-01 16:39:41,17
P02981,A0011,L05,2026-06-01 16:54:47,20
P02982,A0007,L08,2026-06-01 17:55:40,33
P02983,A0025,L10,2026-06-01 15:40:09,3
P02984,A0041,L04,2026-06-01 18:01:57,31
P02985,A0045,L08,2026-06-01 19:10:03,45
P02986,A0046,L03,2026-06-01 15:42:08,38
P02987,A0017,L06,2026-06-01 06:47:55,31
P02988,A0009,L11,2026-06-01 15:59:03,10
P02989,A0053,L12,2026-06-01 10:49:49,16
P02990,A0003,L07,2026-06-01 21:16:04,12
P02991,A0025,L04,2026-06-01 16:59:08,20
P02992,A0039,L12,2026-06-01 12:22:58,25
P02993,A0014,L08,2026-06-01 16:29:00,13
P02994,A0021,L11,2026-06-01 07:00:24,7
P02995,A0027,L07,2026-06-01 08:08:29,31
P02996,A0037,L10,2026-06-01 15:07:12,13
P02997,A0046,L02,2026-06-01 21:18:19,16
P02998,A0036,L01,2026-06-01 11:55:37,20
P02999,A0007,L03,2026-06-01 13:32:02,6
P03000,A0036,L05,2026-06-01 06:15:28,13
